"denominator_id","inventory_id","sector","subsector","technology","pollutant","preferred_activity_denominator","preferred_ef_unit","compatible_activity_units","conversion_required","conversion_description","controlled_or_uncontrolled","temporal_weighting_needed","technology_weighting_needed","control_weighting_needed","notes"
"den_ind_pulp_pm25","ind_pulp","pulp_paper","pulp","pulp_production","PM2.5","tonne air-dry pulp","kg PM2.5/tonne air-dry pulp","tonne air-dry pulp","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_pm10","ind_pulp","pulp_paper","pulp","pulp_production","PM10","tonne air-dry pulp","kg PM10/tonne air-dry pulp","tonne air-dry pulp","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_tsp","ind_pulp","pulp_paper","pulp","pulp_production","TSP","tonne air-dry pulp","kg TSP/tonne air-dry pulp","tonne air-dry pulp","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_vocs","ind_pulp","pulp_paper","pulp","pulp_production","VOCs","tonne air-dry pulp","kg VOCs/tonne air-dry pulp","tonne air-dry pulp","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_co","ind_pulp","pulp_paper","pulp","pulp_production","CO","tonne air-dry pulp","kg CO/tonne air-dry pulp","tonne air-dry pulp","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_paper_nox","ind_paper","pulp_paper","paper","paper_production","NOx","tonne paper","kg NOx/tonne paper","tonne paper","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_paper_sox","ind_paper","pulp_paper","paper","paper_production","SOx","tonne paper","kg SOx/tonne paper","tonne paper","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_paper_pm25","ind_paper","pulp_paper","paper","paper_production","PM2.5","tonne paper","kg PM2.5/tonne paper","tonne paper","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_paper_pm10","ind_paper","pulp_paper","paper","paper_production","PM10","tonne paper","kg PM10/tonne paper","tonne paper","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_paper_tsp","ind_paper","pulp_paper","paper","paper_production","TSP","tonne paper","kg TSP/tonne paper","tonne paper","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_paper_vocs","ind_paper","pulp_paper","paper","paper_production","VOCs","tonne paper","kg VOCs/tonne paper","tonne paper","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_paper_co","ind_paper","pulp_paper","paper","paper_production","CO","tonne paper","kg CO/tonne paper","tonne paper","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_recovery_boiler_nox","ind_pulp_recovery_boiler","pulp_paper","pulp","recovery_boiler","NOx","TJ black liquor","kg NOx/TJ black liquor","TJ black liquor","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_recovery_boiler_sox","ind_pulp_recovery_boiler","pulp_paper","pulp","recovery_boiler","SOx","TJ black liquor","kg SOx/TJ black liquor","TJ black liquor","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_recovery_boiler_pm25","ind_pulp_recovery_boiler","pulp_paper","pulp","recovery_boiler","PM2.5","TJ black liquor","kg PM2.5/TJ black liquor","TJ black liquor","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_recovery_boiler_pm10","ind_pulp_recovery_boiler","pulp_paper","pulp","recovery_boiler","PM10","TJ black liquor","kg PM10/TJ black liquor","TJ black liquor","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_recovery_boiler_tsp","ind_pulp_recovery_boiler","pulp_paper","pulp","recovery_boiler","TSP","TJ black liquor","kg TSP/TJ black liquor","TJ black liquor","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_recovery_boiler_vocs","ind_pulp_recovery_boiler","pulp_paper","pulp","recovery_boiler","VOCs","TJ black liquor","kg VOCs/TJ black liquor","TJ black liquor","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_recovery_boiler_co","ind_pulp_recovery_boiler","pulp_paper","pulp","recovery_boiler","CO","TJ black liquor","kg CO/TJ black liquor","TJ black liquor","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_recovery_boiler_bc","ind_pulp_recovery_boiler","pulp_paper","pulp","recovery_boiler","BC","TJ black liquor","kg BC/TJ black liquor","TJ black liquor","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_lime_kiln_nox","ind_pulp_lime_kiln","pulp_paper","pulp","lime_kiln","NOx","tonne lime","kg NOx/tonne lime","tonne lime","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_lime_kiln_sox","ind_pulp_lime_kiln","pulp_paper","pulp","lime_kiln","SOx","tonne lime","kg SOx/tonne lime","tonne lime","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_lime_kiln_pm25","ind_pulp_lime_kiln","pulp_paper","pulp","lime_kiln","PM2.5","tonne lime","kg PM2.5/tonne lime","tonne lime","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_lime_kiln_pm10","ind_pulp_lime_kiln","pulp_paper","pulp","lime_kiln","PM10","tonne lime","kg PM10/tonne lime","tonne lime","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_lime_kiln_tsp","ind_pulp_lime_kiln","pulp_paper","pulp","lime_kiln","TSP","tonne lime","kg TSP/tonne lime","tonne lime","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_pulp_lime_kiln_co","ind_pulp_lime_kiln","pulp_paper","pulp","lime_kiln","CO","tonne lime","kg CO/tonne lime","tonne lime","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_nox","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_sox","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_pm25","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_pm10","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_tsp","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_vocs","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_nh3","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_co","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_combustion_bc","ind_other_mfg_combustion","other_manufacturing","combustion","industrial_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_process_nox","ind_other_mfg_process","other_manufacturing","process","manufacturing_process","NOx","tonne product","kg NOx/tonne product","tonne product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_process_sox","ind_other_mfg_process","other_manufacturing","process","manufacturing_process","SOx","tonne product","kg SOx/tonne product","tonne product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_process_pm25","ind_other_mfg_process","other_manufacturing","process","manufacturing_process","PM2.5","tonne product","kg PM2.5/tonne product","tonne product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_process_pm10","ind_other_mfg_process","other_manufacturing","process","manufacturing_process","PM10","tonne product","kg PM10/tonne product","tonne product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_process_tsp","ind_other_mfg_process","other_manufacturing","process","manufacturing_process","TSP","tonne product","kg TSP/tonne product","tonne product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_process_vocs","ind_other_mfg_process","other_manufacturing","process","manufacturing_process","VOCs","tonne product","kg VOCs/tonne product","tonne product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_process_nh3","ind_other_mfg_process","other_manufacturing","process","manufacturing_process","NH3","tonne product","kg NH3/tonne product","tonne product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_other_mfg_process_co","ind_other_mfg_process","other_manufacturing","process","manufacturing_process","CO","tonne product","kg CO/tonne product","tonne product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_road_passenger_gasoline_ldv_nox","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","NOx","vehicle-km","g NOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_gasoline_ldv_sox","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","SOx","vehicle-km","g SOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_gasoline_ldv_pm25","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","PM2.5","vehicle-km","g PM2.5/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_gasoline_ldv_pm10","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","PM10","vehicle-km","g PM10/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_gasoline_ldv_tsp","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","TSP","vehicle-km","g TSP/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_gasoline_ldv_vocs","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","VOCs","vehicle-km","g VOCs/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_gasoline_ldv_nh3","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","NH3","vehicle-km","g NH3/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_gasoline_ldv_co","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","CO","vehicle-km","g CO/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_gasoline_ldv_bc","trn_road_passenger_gasoline_ldv","road_passenger","light_duty_vehicle","gasoline_ldv","BC","vehicle-km","g BC/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_nox","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","NOx","vehicle-km","g NOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_sox","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","SOx","vehicle-km","g SOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_pm25","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","PM2.5","vehicle-km","g PM2.5/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_pm10","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","PM10","vehicle-km","g PM10/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_tsp","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","TSP","vehicle-km","g TSP/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_vocs","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","VOCs","vehicle-km","g VOCs/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_nh3","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","NH3","vehicle-km","g NH3/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_co","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","CO","vehicle-km","g CO/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_diesel_ldv_bc","trn_road_passenger_diesel_ldv","road_passenger","light_duty_vehicle","diesel_ldv","BC","vehicle-km","g BC/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_nox","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","NOx","vehicle-km","g NOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_sox","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","SOx","vehicle-km","g SOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_pm25","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","PM2.5","vehicle-km","g PM2.5/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_pm10","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","PM10","vehicle-km","g PM10/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_tsp","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","TSP","vehicle-km","g TSP/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_vocs","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","VOCs","vehicle-km","g VOCs/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_nh3","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","NH3","vehicle-km","g NH3/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_co","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","CO","vehicle-km","g CO/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_lpg_ldv_bc","trn_road_passenger_lpg_ldv","road_passenger","light_duty_vehicle","lpg_ldv","BC","vehicle-km","g BC/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_nox","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","NOx","vehicle-km","g NOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_sox","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","SOx","vehicle-km","g SOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_pm25","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","PM2.5","vehicle-km","g PM2.5/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_pm10","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","PM10","vehicle-km","g PM10/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_tsp","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","TSP","vehicle-km","g TSP/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_vocs","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","VOCs","vehicle-km","g VOCs/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_nh3","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","NH3","vehicle-km","g NH3/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_co","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","CO","vehicle-km","g CO/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_passenger_hybrid_ldv_bc","trn_road_passenger_hybrid_ldv","road_passenger","light_duty_vehicle","gasoline_hybrid_ldv","BC","vehicle-km","g BC/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_nox","trn_road_bus","road_passenger","bus","bus","NOx","vehicle-km","g NOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_sox","trn_road_bus","road_passenger","bus","bus","SOx","vehicle-km","g SOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_pm25","trn_road_bus","road_passenger","bus","bus","PM2.5","vehicle-km","g PM2.5/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_pm10","trn_road_bus","road_passenger","bus","bus","PM10","vehicle-km","g PM10/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_tsp","trn_road_bus","road_passenger","bus","bus","TSP","vehicle-km","g TSP/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_vocs","trn_road_bus","road_passenger","bus","bus","VOCs","vehicle-km","g VOCs/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_nh3","trn_road_bus","road_passenger","bus","bus","NH3","vehicle-km","g NH3/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_co","trn_road_bus","road_passenger","bus","bus","CO","vehicle-km","g CO/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_bus_bc","trn_road_bus","road_passenger","bus","bus","BC","vehicle-km","g BC/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_motorcycle_nox","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","NOx","vehicle-km","g NOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_motorcycle_sox","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","SOx","vehicle-km","g SOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
